Compound index,SMILES,blood mean60min,bone mean60min,brain mean60min,fat mean60min,heart mean60min,intestine mean60min,kidney mean60min,liver mean60min,lung mean60min,muscle mean60min,pancreas mean60min,spleen mean60min,stomach mean60min,uterus mean60min
44184-18F-5,c1(OC)cc(OC)cc(/C=C/c2ccc(OCCCF)cc2)c1,0.43,9.73,1.13,,0.56,,2.76,2.47,1.08,0.74,,0.84,,
44236-11C-PBB3,c1cc(NC)ncc1/C=C/C=C/c1sc2c(n1)ccc(O)c2,0.12,,0.03,,0.06,,0.3,0.88,0.21,0.04,,0.07,,
44241-18F-FBnTP,c1cccc([P+](c2ccccc2)(Cc2ccc(F)cc2)c2ccccc2)c1,0.02,,0.03,,6.75,,25.81,3.59,1.63,0.34,,2.49,,
44241-18F-Mitophos,Cc1cc([P+](CCc2nnn(CCF)c2)(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)cc(C)c1,0.02,,0.05,,5.17,,18.64,0.463,1.37,0.22,,4.231,,
44270-125I-4e,c1cc(/C=C/C(/C=C/c2cc(I)ccc2)=O)ccc1OC,3.96,,0.65,,2.25,,5.61,4.21,3.56,,,2.43,,
44286-18F-AV-133,C(CCOc1c(OC)cc2c(c1)CCN1[C@@H]2C[C@@H](O)[C@H](CC(C)C)C1)F,0.1,,0.33,,,,,,,,,,,
44311-18F,FC1(F)C[C@@H](C#N)N(C(CNC(c2c3cc(OCCCN4CCN(Cc5nnn([C@@H]6OC(CF)[C@@H](O)[C@H](O)C6O)c5)CC4)ccc3ncc2)=O)=O)C1,1.1,3.4,0.05,,0.7,6.4,1.5,2.2,0.8,1.2,,0.5,,
44320-125I-8,C1CN(c2c3c(c(I)cc2)ccc(-n2cnc4cc(OCCOC)ccc24)n3)CCN1,0.59,0.84,0.28,,1.22,,6.99,9.04,7.53,0.55,4.75,4.94,,
44343-18F-NS14490,C1CN(c2oc(-c3ccc4ccn(CCF)c4c3)nn2)C2CCN1CC2,0.7,2.09,0.18,,1.84,,10.4,7.79,4.88,1.0,3.12,7.46,8.13,
44347-125ISBIM-1,c1(/C=C/c2[nH]c3c(n2)ccc(I)c3)ccc(N)cc1,1.24,,0.12,,1.13,27.4,3.25,15.6,1.44,,1.43,2.46,4.37,
44347-125ISBIM-2,c1(/C=C/c2[nH]c3c(n2)ccc(I)c3)ccc(NC)cc1,1.37,,0.14,,0.74,30.0,2.02,11.0,1.32,,0.51,1.74,2.97,
44347-125ISBIM-3,c1(/C=C/c2[nH]c3c(n2)ccc(I)c3)ccc(N(C)C)cc1,1.28,,0.33,,1.12,26.5,2.26,10.1,1.39,,0.89,1.42,3.56,
44356-125I-11,n1ccn(N(Cc2ccc(I)cc2)c2ccc(C#N)cc2)c1,0.24,,0.14,,0.23,0.57,0.59,7.47,0.28,0.12,0.37,0.18,4.9,
44356-125I-5,n1ncn(N(Cc2ccc(I)cc2)c2ccc(C#N)cc2)c1,0.43,,0.26,,0.57,0.49,0.81,2.77,0.49,0.29,0.67,0.38,10.12,
44371-18F-FP1OP,C(C)(C)(C)n1c(=O)c(Cl)c(OCc2ccc(OCCF)cc2)cn1,2.51,5.28,,,11.32,,6.63,2.14,2.49,6.06,,2.34,,
44371-18F-FP3OP,C(C)(C)(C)n1c(=O)c(Cl)c(OCc2ccc(OCCOCCOCCF)cc2)cn1,1.07,2.34,,,22.06,,12.6,6.77,1.9,6.85,,2.45,,
44385-18F-FP-DTBZ,C(CCOc1cc2c(cc1OC)[C@@H]1N(CC2)C[C@@H](CC(C)C)[C@H](O)C1)F,0.12,1.13,3.91,,0.22,,0.63,2.59,0.41,0.1,4.48,0.5,,
44393-18F-5a,N(c1ncccc1)(CCN1CCN(c2c(OC)cccc2)CC1)C(=O)C12CCC(CF)(CC1)C2,0.13,,0.03,,0.09,,0.45,0.62,0.18,,,,,
44393-18F-5b,FCC12C3C4C5(C(N(c6ncccc6)CCN6CCN(c7c(OC)cccc7)CC6)=O)C3C1C5C42,0.16,,0.03,,0.09,,0.55,1.34,0.14,,,,,
44393-18F-5c,N(c1ncccc1)(CCN1CCN(c2c(OC)cccc2)CC1)C(=O)C12CCC(CF)(CC1)CC2,0.13,,0.04,,0.13,,0.46,0.76,0.21,,,,,
44396-11C-KB631,c1cc2c3c(n(Cc4ccc(C(NO)=O)cc4)c2cc1)CN(C)CC3,0.857142857142857,0.571428571428571,0.285714285714286,,0.857142857142857,,4.0,7.42857142857143,2.28571428571429,0.571428571428571,1.71428571428571,0.857142857142857,,
44409-124I-HZ271-1,C1CCN(Cc2ccc(CNCc3ccccn3)cc2I)CCNCCCNCCN1,,,,,,,,,,,,,,
44409-76Br-HZ270-1,N1(Cc2ccc(CNCc3ccccn3)cc2Br)CCNCCCNCCNCCC1,,,,,,,,,,,,,,
44409-76Br-HZ270-2,N1(Cc2ccc(CNCc3ncccc3)c(Br)c2)CCNCCCNCCNCCC1,,,,,,,,,,,,,,
44445-11C-TZ3321,C(CC(O)=O)N(C)Cc1ccc(-c2nc(-c3ccc(-c4c(C)cccc4)c(C(F)(F)F)c3)on2)cc1F,2.04,,7.09,0.92,3.14,,47.74,68.83,11.77,1.35,4.23,3.26,,
44456-FPTP-P2,CC(C)(C)n1c(=O)c(Cl)c(OCc2nc(Cn3cc(OCCOCCF)nn3)ccc2)cn1,5.13,6.75,,,5.21,,4.68,4.58,8.69,4.3,,4.01,,
44456-FPTP-P3,CC(C)(C)n1c(=O)c(Cl)c(OCc2nc(Cn3cc(OCCOCCOCCF)nn3)ccc2)cn1,4.61,8.7,,,4.79,,3.81,3.66,4.03,3.27,,4.49,,
44456-FPTP2,n1(C(C)(C)C)ncc(OCc2nc(Cn3nnc(CCF)c3)ccc2)c(Cl)c1=O,0.54,3.01,,,20.09,,9.36,10.07,1.44,9.34,,2.2,,
44467-18F,C(C)(N(c1c(Oc2ccccc2)ccnc1)Cc1ccccc1OCF)=O,0.48,3.7,0.41,,3.08,,10.44,0.94,4.7,2.31,,6.18,2.12,
44470-+125I-OIDV,C1CCC[C@H]2C[C@H](O)[C@@H](N3CCC(c4ccccc4I)CC3)C[C@H]12,0.05,,0.36,,0.27,,1.47,1.94,1.32,,2.81,1.99,0.29,
44470-125I-OIDV,C1CCC[C@H]2[C@H]1C[C@@H](N1CCC(c3ccccc3I)CC1)[C@H](O)C2,0.04,,0.41,,0.25,,2.21,2.19,1.54,,4.21,0.91,0.24,
44490- 11COMDV,c1(C)ccccc1C1CCN(C2C(O)C[C@H]3CCCC[C@@H]3C2)CC1,0.03,,0.35,,0.17,,1.52,2.01,0.82,,3.01,0.89,0.43,
44550-18F-WC-98,O(c1ccc(CN2C(=O)C(=O)c3c2ccc(S(=O)(N2CCC[C@H]2COc2ccccc2)=O)c3)cc1)C,,,,,,,,,,,,,,
44550-18F-WC-IV-3,c1(S(N2CC[C@H]2COc2ccccc2)(=O)=O)cc2c(cc1)C(Cc1ccc(OCCF)cc1)C(=O)C2=O,1.6,1.2,0.7,0.5,0.9,,1.2,2.2,1.4,0.8,,1.4,,
44550-18F-WC-ll-89,c1(S(N2CCC[C@H]2COc2ccccc2)(=O)=O)cc2c(cc1)N(Cc1ccc(OCCF)cc1)C(=O)C2=O.C,0.8,0.9,0.4,0.9,0.7,,1.0,2.1,1.0,0.7,,0.8,,
44552-11C4,C(C)(C)Nc1ncnc(-c2nc(N(C(c3ccc(Cl)cc3)=O)C)sc2)c1,0.52,0.29,4.05,,0.54,2.16,1.67,3.68,0.76,0.4,1.62,0.78,19.32,
44552-11C5,C(C)(C)Nc1ncnc(-c2nc(N(C(c3ccc(Br)cc3)=O)C)sc2)c1,0.98,0.42,2.32,,0.58,2.21,1.83,3.52,0.85,0.99,1.5,0.79,12.65,
44552-11C6,C(C)(C)Nc1ncnc(-c2nc(N(C(c3ccc(I)cc3)=O)C)sc2)c1,1.1,0.48,0.73,,0.81,2.11,2.03,4.01,1.1,1.01,2.44,0.89,8.21,
44554-L-2-18F-FAMP,C(O)(=O)[C@](Cc1ccccc1F)(N)C,3.27,,,,3.63,2.72,8.3,3.27,3.31,3.11,31.5,4.17,4.02,
44565-18F,c1(Cl)c2n(c(CC(N(CCC)CCC)=O)c(-c3ccc(OCCF)cc3)n2)cc(Cl)c1,0.6,1.41,0.63,,10.47,,14.55,6.8,17.69,1.52,,14.24,0.98,
44593-16α-18FFES,c1(Cl)c2n(c(CC(N(CCC)CCC)=O)c(-c3ccc(OCCF)cc3)n2)cc(Cl)c1,,,,,,,,,,,,,,
44593-C1-7α-18FFES,c1(Cl)c2n(c(CC(N(CCC)CCC)=O)c(-c3ccc(OCCF)cc3)n2)cc(Cl)c1,,,,,,,,,,,,,,
44593-C2-7α-18FFES,c1(Cl)c2n(c(CC(N(CCC)CCC)=O)c(-c3ccc(OCCF)cc3)n2)cc(Cl)c1,,,,,,,,,,,,,,
44593-C3-7α-18FFES,c1(Cl)c2n(c(CC(N(CCC)CCC)=O)c(-c3ccc(OCCF)cc3)n2)cc(Cl)c1,,,,,,,,,,,,,,
44593-C6-7α-18FFES,c1(Cl)c2n(c(CC(N(CCC)CCC)=O)c(-c3ccc(OCCF)cc3)n2)cc(Cl)c1,,,,,,,,,,,,,,
44678-18F-FPAMT,C(CCOc1ccc(CC(C(O)=O)(C)N)cc1)F,,,,,,,,,,,,,,
44681-18F-FBHGal,C(C1[C@H](O)C(O)[C@H](O)C(OCCCCCCNC(c2ccc(F)cc2)=O)O1)O,,,,,,,,,,,,,,
44708-131I-SSD,c1(NS(c2ccc(/N=N/c3cc(C(O)=O)cc(I)c3)cc2)(=O)=O)ccccn1,3.2,1.0,1.1,,1.0,,3.2,27.8,1.1,1.1,,0.9,1.0,
44717-4-11C-MBZA,c1(OC)ccc(C(NCCN(CC)CC)=O)cc1,0.95,0.8,1.08,,0.83,,3.09,4.77,0.81,,4.62,1.37,,
44738-18F1a,c1c(Br)c(Nc2ccc(OC)cc2)nc(Nc2cc(OC)c(OCCF)c(OC)c2)n1,0.97,2.24,1.86,,1.09,1.6,3.2,3.45,3.85,1.37,,1.93,1.77,
44738-18F2a,c1c(Br)c(Nc2ccc(OC)cc2)nc(Nc2cc(OC)c(OCCOCCF)c(OC)c2)n1,1.01,2.21,1.68,,2.58,0.2,1.71,1.8,2.18,1.37,,1.59,0.5,
44751-18FFEAnGA-Me,COC(C1C(O)C(O)C(O)C(Oc2ccc(COC(=O)NCCF)cc2[N+]([O-])=O)O1)=O,0.13,0.05,,,0.16,,3.13,0.97,0.05,0.08,0.15,0.17,,
44751-18FFEAnGA,C(C1C(O)C(O)C(O)C(Oc2ccc(COC(=O)NCCF)cc2[N+]([O-])=O)O1)(O)=O,0.16,0.05,,,0.14,,1.03,0.34,0.12,0.04,0.11,0.14,,
44762-18F-5,C(=N)(N)Nc1ccc(CC(NC(OCCCc2cn(CCOCCOCCOCCNC(c3ccc(F)cc3)=O)nn2)=O)P(Oc2ccccc2)(Oc2ccccc2)=O)cc1,,,,,,,,,,,,,,
44771-18F5,c1c(F)ccc(C(ON2C(=O)CCC2=O)=O)c1,0.104,0.193,,,0.311,,18.123,0.451,0.341,0.112,,0.819,,
48287-D-18FFAMT,C(O)(=O)[C@](Cc1cc(F)c(O)cc1)(N)C,0.27,,,,,0.33,1.39,0.58,,0.42,2.24,,0.01,
48287-L-18FFAMT,C(O)(=O)[C@@](Cc1cc(F)c(O)cc1)(N)C,0.92,,,,,0.91,25.23,1.11,,1.36,8.61,,0.6,
48289-18FT807,c1ncc2c3c([nH]c2c1)cc(-c1cnc(F)cc1)cc3,0.7,9.2,0.2,,0.8,,3.6,4.2,0.9,3.5,1.2,1.3,,
48289-18FT808,c1ccc2nc3n(ccc(N4CCC(CCF)CC4)n3)c2c1,0.6,0.1,0.4,,1.0,,13.0,18.1,2.1,0.5,1.5,3.1,,
48290-125I-c(RGDyK),C(N)(NCCC[C@H]1C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](Cc2cc(I)c(O)cc2)C(=O)N[C@@H](CCCCN)C(=O)N1)=N,0.37,1.93,0.08,,0.68,,9.99,2.88,1.39,0.93,0.44,2.19,0.68,
48290-125I-SIB-c(RGDfK),N1C(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCNC(c2cc(I)ccc2)=O)NC(=O)[C@H]1Cc1ccccc1,0.67,1.19,0.13,,1.03,,2.16,2.85,0.34,0.69,0.93,1.22,1.03,
48290-125I-SIB-EG2-c(RGDfK),O=C1N[C@@H](CCCCNC(COCCOCCNC(c2cc(I)ccc2)=O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H]1Cc1ccccc1,1.97,1.24,0.19,,0.81,,2.95,3.64,1.89,1.15,1.83,1.11,1.2,
48290-77Br-c(RGDyK),C(N)(NCCC[C@H]1C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](Cc2cc(Br)c(O)cc2)C(=O)N[C@@H](CCCCN)C(=O)N1)=N,0.37,1.67,0.07,,0.54,,10.46,2.57,1.17,1.33,0.54,1.97,0.27,
48290-77Br-SBrB-c(RGDfK),N1C(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCNC(c2cc(Br)ccc2)=O)NC(=O)[C@H]1Cc1ccccc1,0.7,1.19,0.56,,0.8,,1.74,3.93,0.59,0.5,1.04,1.42,0.67,
48290-77Br-SBrB-EG2-c(RGDfK),O=C1N[C@@H](CCCCNC(COCCOCCNC(c2cc(Br)ccc2)=O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H]1Cc1ccccc1,1.66,0.84,0.28,,0.6,,3.1,4.16,1.49,1.33,1.43,0.91,0.7,
48295-18F15,C1CC2CCN1CCN2c1ccc2c(c1)C(=O)c1c-2cccc1F,0.68,7.27,5.46,,2.19,,4.85,9.74,7.64,1.79,,4.08,,
48302-11C5,c1c2c(N)c3c(nc2c(-c2c(OC)nccc2)cc1)CN(C1CCC1)C3=O,0.08,,0.21,,,,,,,,,,,
48303-18F-FPABZA,CCN(CCNC(c1ccc(NC(c2ccc(F)cn2)=O)cc1OC)=O)CC,0.95,1.4,0.39,,1.0,,3.78,1.63,1.82,0.71,1.93,3.16,1.78,
48305-11CMeAIB,NCC(C(=O)O)(C)C,,,,,,,,,,,,,,
48305-3-11CAIB,CC(C)(N)C(O)=O,,,,,,,,,,,,,,
48309-18F1b,c1(OC)ccc([P+](c2ccc(OC)cc2)(Cc2ccc(CF)cc2)c2ccc(OC)cc2)cc1,0.97,53.48,,,21.68,,62.62,2.3,6.58,5.37,,11.66,,
48309-18F2b,c1ccc([P+](c2ccccc2OC)(Cc2ccc(CF)cc2)c2ccccc2OC)c(OC)c1,0.53,18.22,,,20.06,,43.47,1.3,3.2,4.06,,5.45,,
48309-18F3b,c1c(OC)cc([P+](c2cccc(OC)c2)(Cc2ccc(CF)cc2)c2cccc(OC)c2)cc1,0.31,19.22,,,15.65,,29.43,1.06,4.08,3.73,,3.82,,
48329-18F1,CN(Cc1c(Sc2c(N)cccc2)ccc(OCCOCCF)c1)C,0.34,0.22,0.32,,0.25,,1.1,0.3,2.6,0.12,0.22,1.11,,
48329-18FFPBM,CN(Cc1c(Sc2c(N)cccc2)ccc(OCCCF)c1)C,,,0.23,,,,,,,,,,,
48341-18F FMISO,c1([N+]([O-])=O)nccn1CC(CF)O,3.46,0.7,3.79,,5.61,,6.2,7.92,5.95,3.8,,3.6,5.31,
48341-18F5,CC(C(OCCn1c([N+](=O)[O-])ncc1)=O)F,8.69,5.54,6.09,,8.61,,5.55,6.57,7.29,5.84,,6.17,6.03,
48341-18F8,Cc1ncc([N+](=O)[O-])n1CCOC(C(C)F)=O,8.18,6.4,6.09,,8.29,,5.01,6.14,7.41,6.07,,5.9,5.71,
48341-2-18F FPA,FC(C(=O)O)C,7.95,4.7,5.63,,8.42,,5.11,5.71,7.3,7.13,,5.67,5.71,
48373-18F-TZ48-77,c1cc(COCCO)ccc1-c1noc(-c2ccc(OCCF)c(C(F)(F)F)c2)n1,2.68,,3.78,,4.03,,6.57,17.29,5.18,1.53,4.75,2.92,,
48375-18F FSPG,C(C(C[C@@H](C(=O)O)N)CCCF)(=O)O,0.15,,0.05,,,,,,,,,,,
48378-11CNE40,C1CC(NC(c2cc3ccc(OC)c(OCCCC)c3[nH]c2=O)=O)CCC1,5.5,,0.1,,0.4,22.3,2.1,14.2,0.7,,0.5,1.4,,
48384-R18F17,c1cc(OC[C@H](CF)O)cc2c1oc(-c1ccc(NC)cc1)c2,3.21,3.48,2.55,,,,,,,,,,,
48384-R18F18,c1cc(OC[C@H](CF)O)cc2c1oc(-c1ccc(N(C)C)cc1)c2,2.55,2.53,4.93,,,,,,,,,,,
48384-S18F17,c1cc(OC[C@@H](CF)O)cc2c1oc(-c1ccc(NC)cc1)c2,1.05,1.67,0.61,,,,,,,,,,,
48384-S18F18,c1cc(OC[C@@H](CF)O)cc2c1oc(-c1ccc(N(C)C)cc1)c2,0.77,0.8,1.75,,,,,,,,,,,
48386-18F-FPGal,n1(C2OC(CO)C(O)C(O)C2O)nnc(CCCF)c1,,,,,,,,,,,,,,
48393-18F4,C(C[C@H](NC(c1ccc(F)cc1)=O)C(O)=O)C(N[C@@H](CCCOP(O)(NC(CCC(O)=O)C(O)=O)=O)C(=O)O)=O,0.15,0.46,,,0.75,,8.94,0.83,0.65,0.29,,1.18,,
48393-18F5,C(C[C@H](NCC(=O)CCCCNC(c1ccc(F)cc1)=O)C(O)=O)C(N[C@@H](CCCOP(O)(NC(CCC(O)=O)C(O)=O)=O)C(=O)O)=O,0.17,0.38,,,0.34,,24.38,0.49,0.43,0.12,,1.02,,
48393-18F6,O=C(CCCCNC(=O)CCCCCNC(c1ccc(F)cc1)=O)CN[C@H](C(O)=O)CCC(N[C@@H](CCCOP(O)(NC(CCC(O)=O)C(O)=O)=O)C(=O)O)=O,0.12,0.45,,,0.23,,5.87,0.49,0.25,0.15,,0.32,,
48394-18F-Fmp2,CC(C)(C)n1c(=O)c(Cl)c(OCc2cc(Cn3nnc(CCF)c3)ccc2)cn1,0.38,6.64,,,34.0,,12.6,10.36,1.72,12.58,,2.19,,
48395-123I-8,N[C@@](C)(C(O)=O)/C=C/I,0.37,0.55,0.27,0.19,0.9,,2.68,0.25,0.33,0.68,5.75,0.68,,
48395-76Br5,[C@](C(O)=O)(N)(C)/C=C/Br,1.22,1.18,0.38,0.31,1.67,,5.49,1.03,1.15,0.98,14.31,2.3,,
48397-18F-FHBG,c1(=O)c2ncn(CCC(CF)CO)c2nc(N)[nH]1,,,,,,,,,,,,,,
48397-N-Me-18F-FHBT,c1(=O)c(C)c(CC(CF)CO)n(C)c(=O)[nH]1,,,,,,,,,,,,,,
48398-18F-BMS-721313,C(C(COC)n1c(=O)c(Nc2c(Cl)cc(OCF)cc2Cl)nc(Cl)c1)OC,0.21,,0.07,,,,0.5,0.57,0.31,0.23,,,,
48398-18F-BMS-732098,C(C(COC)n1c(=O)c(Nc2c(C)cc(OCF)cc2C)nc(Br)c1)OC,,,,,,,,,,,,,,
48399-18F-AMBF3Los,[B-](C[N+](Cc1nnn(Cc2n(Cc3ccc(-c4c(-c5[nH]nnn5)cccc4)cc3)c(CCCC)nc2Cl)c1)(C)C)(F)(F)F,0.05,0.11,0.006,0.011,0.03,63.0,3.5,0.5,0.06,0.02,0.05,0.2,0.06,
48401-18F8,C1COC2(C1)CCN(Cc1ccc(OCCF)cc1)CC2,2.45,5.45,5.42,,4.19,,6.03,13.86,5.32,3.3,19.73,5.71,1.41,
48407-5-18Ffluoroleucine,[C@@H](CC(CF)C)(N)C(O)=O,2.78,7.68,2.58,,3.39,,5.84,3.78,3.11,2.52,31.94,3.71,3.38,
48410-6-18FFPyGly,C(C(O)=O)NC(c1cnc(F)cc1)=O,0.02,0.05,0.008,,0.008,0.03,0.07,0.01,0.02,0.01,,0.01,,
48412-11C-RS-016,C1C2CC3CC(C2)CC1(NC(c1c(=O)c2c(n(CCOCC)c1)c(OC)ccc2)=O)C3,,,,,,,,,,,,,,
48413-R18F8,C(O)(=O)[C@](N)(CCCF)C,3.88,6.33,0.85,0.77,2.89,,13.02,4.3,4.05,2.14,47.33,5.05,,
48413-S18F8,C(O)(=O)[C@](N)(CCCF)C,3.88,6.33,0.85,0.77,2.89,,13.02,4.3,4.05,2.14,47.33,5.05,,
48414-18F28,C1[C@@H](F)[C@@H](F)C[C@@]1(C(=O)O)N,,0.71,0.5,,0.61,,3.32,0.6,0.52,0.61,,,,
48414-18F9,C1[C@H](F)[C@H](F)C[C@@]1(C(=O)O)N,,0.95,0.87,,1.13,,12.5,1.51,0.86,0.66,,,,
48418-18FDMPY2,c1cc(C(NCCN(C)C)=O)ncc1F,2.1,2.68,1.59,,1.99,4.05,10.06,3.41,3.09,2.49,2.4,3.61,12.28,
48418-18FDMPY3,c1cc(C(NCCN(C)C)=O)cnc1F,1.13,1.88,1.98,,1.42,2.64,5.97,2.47,2.77,2.21,1.75,2.19,1.57,
